item_id,display_name,category,subcategory,required,obtained,has_stack,pct,obtain_method,difficulty,notes
minecraft:rotten_flesh,Rotten Flesh,Materials,Basic,64,0,False,0.0,Zombie / Drowned kill,,
minecraft:turtle_scute,Turtle Scute,Materials,Special,64,0,False,0.0,Baby turtle,,Renamed in 1.21.x
minecraft:armadillo_scute,Armadillo Scute,Materials,Special,64,0,False,0.0,Armadillo brushing,,Savanna/Badlands
minecraft:wolf_armor,Wolf Armor,Armor,Special,1,0,False,0.0,Craft from armadillo scute,,
minecraft:redstone,Redstone Dust,Redstone,Basic,64,0,False,0.0,Mine,,
minecraft:redstone_torch,Redstone Torch,Redstone,Basic,64,0,False,0.0,Craft,,
minecraft:lever,Lever,Redstone,Basic,64,0,False,0.0,Craft,,
minecraft:stone_button,Stone Button,Redstone,Basic,64,0,False,0.0,Craft,,
minecraft:oak_button,Oak Button,Redstone,Basic,64,0,False,0.0,Craft,,
minecraft:stone_pressure_plate,Stone Pressure Plate,Redstone,Basic,64,0,False,0.0,Craft,,
minecraft:oak_pressure_plate,Oak Pressure Plate,Redstone,Basic,64,0,False,0.0,Craft,,
minecraft:tripwire_hook,Tripwire Hook,Redstone,Basic,64,0,False,0.0,Craft,,
minecraft:observer,Observer,Redstone,Basic,64,0,False,0.0,Craft,,
minecraft:piston,Piston,Redstone,Basic,64,0,False,0.0,Craft,,
minecraft:sticky_piston,Sticky Piston,Redstone,Basic,64,0,False,0.0,Craft,,
minecraft:dropper,Dropper,Redstone,Basic,64,0,False,0.0,Craft,,
minecraft:dispenser,Dispenser,Redstone,Basic,64,0,False,0.0,Craft,,
minecraft:hopper,Hopper,Redstone,Basic,64,0,False,0.0,Craft,,
minecraft:comparator,Redstone Comparator,Redstone,Basic,64,0,False,0.0,Craft,,
minecraft:repeater,Redstone Repeater,Redstone,Basic,64,0,False,0.0,Craft,,
minecraft:daylight_detector,Daylight Detector,Redstone,Basic,64,0,False,0.0,Craft,,
minecraft:target,Target,Redstone,Basic,64,0,False,0.0,Craft,,
minecraft:crafter,Crafter,Redstone,New 1.21,64,0,False,0.0,Craft,,Added in 1.21
minecraft:tnt,TNT,Redstone,Explosive,64,0,False,0.0,Craft,,
minecraft:glass_bottle,Glass Bottle,Brewing,Basic,64,0,False,0.0,Craft,,
minecraft:water_bottle,Water Bottle (Potion),Brewing,Basic,64,0,False,0.0,Fill bottle,,
minecraft:awkward_potion,Awkward Potion,Brewing,Basic,1,0,False,0.0,Brew nether wart,,
minecraft:thick_potion,Thick Potion,Brewing,Basic,1,0,False,0.0,Brew glowstone dust,,
minecraft:mundane_potion,Mundane Potion,Brewing,Basic,1,0,False,0.0,Brew water bottle,,
minecraft:potion_of_healing,Potion of Healing,Brewing,Potion,1,0,False,0.0,Brew,,
minecraft:potion_of_regeneration,Potion of Regeneration,Brewing,Potion,1,0,False,0.0,Brew,,
minecraft:potion_of_strength,Potion of Strength,Brewing,Potion,1,0,False,0.0,Brew,,
minecraft:potion_of_swiftness,Potion of Swiftness,Brewing,Potion,1,0,False,0.0,Brew,,
minecraft:potion_of_fire_resistance,Potion of Fire Resistance,Brewing,Potion,1,0,False,0.0,Brew,,Essential for Nether
minecraft:potion_of_water_breathing,Potion of Water Breathing,Brewing,Potion,1,0,False,0.0,Brew,,
minecraft:potion_of_night_vision,Potion of Night Vision,Brewing,Potion,1,0,False,0.0,Brew,,
minecraft:potion_of_invisibility,Potion of Invisibility,Brewing,Potion,1,0,False,0.0,Brew,,
minecraft:potion_of_leaping,Potion of Leaping,Brewing,Potion,1,0,False,0.0,Brew,,
minecraft:potion_of_slowness,Potion of Slowness,Brewing,Potion,1,0,False,0.0,Brew,,
minecraft:potion_of_weakness,Potion of Weakness,Brewing,Potion,1,0,False,0.0,Brew,,For zombie curing
minecraft:potion_of_poison,Potion of Poison,Brewing,Potion,1,0,False,0.0,Brew,,
minecraft:potion_of_harming,Potion of Harming,Brewing,Potion,1,0,False,0.0,Brew,,
minecraft:potion_of_slow_falling,Potion of Slow Falling,Brewing,Potion,1,0,False,0.0,Brew,,
minecraft:potion_of_turtle_master,Potion of the Turtle Master,Brewing,Potion,1,0,False,0.0,Brew,,
minecraft:potion_of_luck,Potion of Luck,Brewing,Potion,1,0,False,0.0,Command only,,Uncraftable — may be excluded
minecraft:music_disc_13,Music Disc (13),Music,Disc,1,0,False,0.0,Dungeon chest,,
minecraft:music_disc_cat,Music Disc (Cat),Music,Disc,1,0,False,0.0,Dungeon chest,,
minecraft:music_disc_blocks,Music Disc (Blocks),Music,Disc,1,0,False,0.0,Dungeon chest,,
minecraft:music_disc_chirp,Music Disc (Chirp),Music,Disc,1,0,False,0.0,Dungeon chest,,
minecraft:music_disc_far,Music Disc (Far),Music,Disc,1,0,False,0.0,Dungeon chest,,
minecraft:music_disc_mall,Music Disc (Mall),Music,Disc,1,0,False,0.0,Dungeon chest,,
minecraft:music_disc_mellohi,Music Disc (Mellohi),Music,Disc,1,0,False,0.0,Dungeon chest,,
minecraft:music_disc_stal,Music Disc (Stal),Music,Disc,1,0,False,0.0,Dungeon chest,,
minecraft:music_disc_strad,Music Disc (Strad),Music,Disc,1,0,False,0.0,Dungeon chest,,
minecraft:music_disc_ward,Music Disc (Ward),Music,Disc,1,0,False,0.0,Dungeon chest,,
minecraft:music_disc_11,Music Disc (11),Music,Disc,1,0,False,0.0,Dungeon chest,,
minecraft:music_disc_wait,Music Disc (Wait),Music,Disc,1,0,False,0.0,Dungeon chest,,
minecraft:music_disc_otherside,Music Disc (Otherside),Music,Disc,1,0,False,0.0,Dungeon/Bastion chest,,
minecraft:music_disc_relic,Music Disc (Relic),Music,Disc,1,0,False,0.0,Archaeology — Trail Ruins,,
minecraft:music_disc_5,Music Disc (5),Music,Disc,1,0,False,0.0,Craft with disc fragments,,9 fragments from Ancient City
minecraft:music_disc_precipice,Music Disc (Precipice),Music,Disc,1,0,False,0.0,Trial Chamber vault,,Added 1.21
minecraft:music_disc_creator,Music Disc (Creator),Music,Disc,1,0,False,0.0,Bastion Remnant chest,,Added 1.21
minecraft:music_disc_creator_music_box,Music Disc (Creator Music Box),Music,Disc,1,0,False,0.0,Bastion Remnant chest,,Added 1.21
minecraft:music_disc_tears,Music Disc (Tears),Music,Disc,1,0,False,0.0,Craft (echo shard + disc fragment),HIGH,Added 1.21.6 — Chase the Skies
minecraft:happy_ghast,Happy Ghast Egg,New 1.21.6,Mob,1,0,False,0.0,Find dried ghast in Nether / Hydrate,,Dried ghast + water = happy ghast
minecraft:ghastling,Ghastling,New 1.21.6,Mob,1,0,False,0.0,Baby happy ghast,,
minecraft:book,Book,Misc,Basic,64,0,False,0.0,Craft,,
minecraft:bookshelf,Bookshelf,Misc,Basic,64,0,False,0.0,Craft,,
minecraft:enchanted_book,Enchanted Book,Misc,Special,64,0,False,0.0,Enchant / Trade / Fish / Chest,,
minecraft:experience_bottle,Bottle o' Enchanting,Misc,Special,64,0,False,0.0,Villager trade,,
minecraft:knowledge_book,Knowledge Book,Misc,Special,1,0,False,0.0,Command only,,Excluded from run
minecraft:crafting_table,Crafting Table,Utility,Basic,64,0,False,0.0,Craft,,
minecraft:furnace,Furnace,Utility,Basic,64,0,False,0.0,Craft,,
minecraft:blast_furnace,Blast Furnace,Utility,Basic,64,0,False,0.0,Craft,,
minecraft:smoker,Smoker,Utility,Basic,64,0,False,0.0,Craft,,
minecraft:campfire,Campfire,Utility,Basic,64,0,False,0.0,Craft,,
minecraft:soul_campfire,Soul Campfire,Utility,Basic,64,0,False,0.0,Craft,,
minecraft:brewing_stand,Brewing Stand,Utility,Basic,64,0,False,0.0,Craft,,
minecraft:cauldron,Cauldron,Utility,Basic,64,0,False,0.0,Craft,,
minecraft:enchanting_table,Enchanting Table,Utility,Basic,64,0,False,0.0,Craft,,
minecraft:anvil,Anvil,Utility,Basic,64,0,False,0.0,Craft,,
minecraft:grindstone,Grindstone,Utility,Basic,64,0,False,0.0,Craft,,
minecraft:smithing_table,Smithing Table,Utility,Basic,64,0,False,0.0,Craft,,
minecraft:loom,Loom,Utility,Basic,64,0,False,0.0,Craft,,
minecraft:cartography_table,Cartography Table,Utility,Basic,64,0,False,0.0,Craft,,
minecraft:fletching_table,Fletching Table,Utility,Basic,64,0,False,0.0,Craft,,
minecraft:stonecutter,Stonecutter,Utility,Basic,64,0,False,0.0,Craft,,
minecraft:barrel,Barrel,Utility,Basic,64,0,False,0.0,Craft,,
minecraft:chest,Chest,Utility,Basic,64,0,False,0.0,Craft,,
minecraft:trapped_chest,Trapped Chest,Utility,Basic,64,0,False,0.0,Craft,,
minecraft:ender_chest,Ender Chest,Utility,Special,64,0,False,0.0,Craft,,
minecraft:shulker_box,Shulker Box,Utility,Special,1,0,False,0.0,Craft,,
minecraft:bee_nest,Bee Nest,Utility,Nature,64,0,False,0.0,Silk Touch,,
minecraft:beehive,Beehive,Utility,Nature,64,0,False,0.0,Craft,,
minecraft:bell,Bell,Utility,Special,64,0,False,0.0,Village / Trade,,
minecraft:conduit,Conduit,Utility,Special,1,0,False,0.0,Craft,,Heart of the Sea
minecraft:lodestone,Lodestone,Utility,Special,64,0,False,0.0,Craft (1.21.5+) / Chest,,Now craftable in 1.21.5
minecraft:respawn_anchor,Respawn Anchor,Utility,Nether,64,0,False,0.0,Craft,,
